Date,Open,High,Low,Close,Volume,Adjusted Close
10/4/2000,6569.9,6579.6,6510.4,6533.4,0,0
11/4/2000,6533.4,6534,6358.4,6379.2,0,0
12/4/2000,6379.2,6443.5,6333.6,6350.8,0,0
13/04/2000,6350.8,6381.9,6268.4,6357,0,0
14/04/2000,6357,6359.1,6149.8,6178.1,0,0
17/04/2000,6178.1,6178.1,5915.2,5994.6,0,0
18/04/2000,5994.6,6084.2,5951.7,6074,0,0
19/04/2000,6074,6193.6,6074,6184.9,0,0
20/04/2000,6184.9,6248.1,6134.4,6241.2,0,0
25/04/2000,6241.2,6313.8,6155.7,6283,0,0
26/04/2000,6283,6342.2,6247,6256.5,0,0
27/04/2000,6256.5,6306.2,6127.9,6179.3,0,0
28/04/2000,6179.3,6341.9,6179.3,6327.4,0,0
2/5/2000,6327.4,6412.6,6311.9,6373.4,0,0
3/5/2000,6373.4,6373.4,6176.1,6184.8,0,0
4/5/2000,6184.8,6231.4,6162.5,6199.6,0,0
5/5/2000,6199.6,6267.9,6190.5,6238.8,0,0
8/5/2000,6238.8,6299.4,6174.3,6216.3,0,0
9/5/2000,6216.3,6243.1,6112.9,6123.8,0,0
10/5/2000,6123.8,6182.9,6090.2,6100.6,0,0
11/5/2000,6100.6,6263.6,6051.5,6245.9,0,0
12/5/2000,6245.9,6304.2,6220.6,6283.5,0,0
15/05/2000,6283.5,6290.5,6218.2,6247.7,0,0
16/05/2000,6247.7,6349.1,6247.7,6318.4,0,0
17/05/2000,6318.4,6321.6,6189.2,6196.2,0,0
18/05/2000,6196.2,6256,6196.2,6232.9,0,0
19/05/2000,6232.9,6237.6,6039.1,6045.4,0,0
22/05/2000,6045.4,6130.1,5991.9,6035.5,0,0
23/05/2000,6035.5,6128.5,6026.1,6086.8,0,0
24/05/2000,6086.8,6127.1,5997.6,6118.6,0,0
25/05/2000,6118.6,6234.6,6118.6,6231.1,0,0
26/05/2000,6231.1,6252.2,6153.2,6216.9,0,0
30/05/2000,6216.9,6379.7,6216.9,6359.6,0,0
31/05/2000,6359.6,6419.9,6325.5,6359.3,0,0
1/6/2000,6359.3,6476.9,6344.4,6470.5,0,0
2/6/2000,6470.5,6634.9,6445.5,6626.4,0,0
5/6/2000,6626.4,6635.7,6540.4,6546.7,0,0
6/6/2000,6546.7,6619.6,6490,6546.8,0,0
7/6/2000,6546.8,6546.8,6476.4,6503.8,0,0
8/6/2000,6503.8,6592.7,6469.8,6496.6,0,0
9/6/2000,6496.6,6512.4,6438.1,6443.8,0,0
12/6/2000,6443.8,6479.8,6430.9,6430.9,0,0
13/06/2000,6430.9,6515.2,6430.8,6447.1,0,0
14/06/2000,6447.1,6551.7,6447.1,6536.3,0,0
15/06/2000,6536.3,6566.2,6490.8,6490.8,0,0
16/06/2000,6490.8,6566.7,6474.9,6526,0,0
19/06/2000,6490.8,6515.7,6467.5,6490.2,0,0
20/06/2000,6490.2,6536.5,6490.2,6526.9,0,0
21/06/2000,6526.9,6532.5,6429,6477.8,0,0
22/06/2000,6477.8,6530.7,6413.8,6413.8,0,0
23/06/2000,6413.8,6413.8,6367.8,6391.5,0,0
26/06/2000,6391.5,6447.7,6369,6405.2,0,0
27/06/2000,6405.2,6428.4,6365.6,6375.3,0,0
28/06/2000,6375.3,6394.4,6310.8,6313.5,0,0
29/06/2000,6313.5,6321,6221,6239,0,0
30/06/2000,6239,6323.2,6239,6312.7,0,0
3/7/2000,6312.7,6470.4,6309.3,6470.4,0,0
4/7/2000,6470.4,6470.4,6405.2,6417,0,0
5/7/2000,6417,6446,6345.5,6382.5,0,0
6/7/2000,6382.5,6438.4,6341.4,6419.6,0,0
7/7/2000,6419.6,6502.6,6390.2,6497.5,0,0
10/7/2000,6497.5,6515.2,6463.3,6466.2,0,0
11/7/2000,6466.2,6510.1,6450.5,6475.8,0,0
12/7/2000,6475.8,6545.1,6466.8,6518.5,0,0
13/07/2000,6518.5,6530.7,6460.3,6475.7,0,0
14/07/2000,6475.7,6503.2,6452.2,6475.4,0,0
17/07/2000,6475.4,6525.7,6473.7,6525.5,0,0
18/07/2000,6525.5,6531.4,6444.6,6450.5,0,0
19/07/2000,6450.5,6493.4,6420.4,6465.4,0,0
20/07/2000,6465.4,6491.1,6440.7,6469,0,0
21/07/2000,6469,6469,6365.5,6378.4,0,0
24/07/2000,6378.4,6422.6,6333,6381.3,0,0
25/07/2000,6381.3,6402.1,6354.5,6390.7,0,0
26/07/2000,6390.7,6425.6,6378.9,6387.1,0,0
27/07/2000,6387.1,6456.3,6352.1,6352.1,0,0
28/07/2000,6352.1,6390.3,6332.6,6335.7,0,0
31/07/2000,6335.7,6365.3,6274.9,6365.3,0,0
1/8/2000,6365.3,6403.1,6331.5,6379.3,0,0
2/8/2000,6379.1,6424.7,6378.4,6391,0,0
3/8/2000,6391.3,6399.9,6296.4,6317.1,0,0
4/8/2000,6317.1,6415,6317.1,6363.5,0,0
7/8/2000,6363.5,6400.6,6355.1,6387.8,0,0
8/8/2000,6387.8,6420,6350.3,6358.1,0,0
9/8/2000,6358.1,6463.1,6358.1,6414,0,0
10/8/2000,6414,6414,6369.4,6387.3,0,0
11/8/2000,6387.3,6394.6,6348.4,6384.5,0,0
14/08/2000,6384.5,6451.2,6365.5,6419.9,0,0
15/08/2000,6419.9,6482.8,6419.9,6475.5,0,0
16/08/2000,6475.5,6553.5,6457,6532,0,0
17/08/2000,6532,6537.4,6482,6518.2,0,0
18/08/2000,6518.2,6552,6510.8,6543.7,0,0
21/08/2000,6543.7,6555.5,6491.4,6542.2,0,0
22/08/2000,6542.2,6605.2,6520.3,6584.8,0,0
23/08/2000,6584.8,6590.7,6535.2,6566.2,0,0
24/08/2000,6566.2,6605.5,6546.7,6557,0,0
25/08/2000,6557,6619.1,6538.3,6563.7,0,0
29/08/2000,6563.7,6601.1,6560.2,6586.3,0,0
30/08/2000,6586.3,6624.9,6586.1,6615.1,0,0
31/08/2000,6615.1,6675.7,6585.2,6672.7,0,0
1/9/2000,6672.7,6838.6,6672.7,6795,0,0
4/9/2000,6795,6828.7,6783,6798.1,0,0
5/9/2000,6798.1,6809.5,6737.6,6752.5,0,0
6/9/2000,6752.5,6766,6688.4,6694.7,0,0
7/9/2000,6694.7,6709.1,6668.5,6689.2,0,0
8/9/2000,6689.2,6704.2,6561.1,6600.7,0,0
11/9/2000,6600.7,6604.1,6392.1,6582,0,0
12/9/2000,6582,6582,6528.5,6555.5,0,0
13/09/2000,6555.5,6559.8,6454.1,6478.2,0,0
14/09/2000,6478.2,6580.6,6460.7,6555.5,0,0
15/09/2000,6555.5,6559.2,6417.3,6417.3,0,0
18/09/2000,6417.3,6464.3,6371.4,6410.2,0,0
19/09/2000,6410.2,6413.4,6360.6,6403.5,0,0
20/09/2000,6403.5,6425.4,6259.7,6279.9,0,0
21/09/2000,6279.9,6281.1,6150.5,6199.2,0,0
22/09/2000,6199.2,6205.9,6075.1,6205.9,0,0
25/09/2000,6205.9,6310,6205.9,6257.1,0,0
26/09/2000,6257.1,6257.6,6192.7,6213.2,0,0
27/09/2000,6213.2,6312.5,6200.7,6269.3,0,0
28/09/2000,6269.3,6290.6,6210.8,6264.1,0,0
29/09/2000,6264.1,6325.7,6240.3,6294.2,0,0
2/10/2000,6294.2,6358.2,6284.5,6284.5,0,0
3/10/2000,6284.5,6364.6,6284.5,6345,0,0
4/10/2000,6345,6354.2,6283.8,6334.9,0,0
5/10/2000,6334.9,6393.1,6330.9,6382,0,0
6/10/2000,6382,6412.5,6342.2,6391.2,0,0
9/10/2000,6391.2,6391.2,6253.6,6264.8,0,0
10/10/2000,6264.8,6299.7,6240.4,6247.7,0,0
11/10/2000,6247.7,6247.7,6098.1,6117.6,0,0
12/10/2000,6117.6,6211.8,6068.3,6131.9,0,0
13/10/2000,6131.9,6209.6,6050.7,6209.6,0,0
16/10/2000,6209.6,6292,6209.6,6285.7,0,0
17/10/2000,6285.7,6290,6196.1,6203.2,0,0
18/10/2000,6203.2,6203.2,6017.2,6148.2,0,0
19/10/2000,6148.2,6246.1,6148.2,6218.9,0,0
20/10/2000,6218.9,6294.5,6210.3,6276.3,0,0
23/10/2000,6276.3,6326.7,6271.5,6315.9,0,0
24/10/2000,6315.9,6452.8,6299.4,6438.4,0,0
25/10/2000,6438.4,6438.4,6330,6367.8,0,0
26/10/2000,6367.8,6389,6282.7,6302.3,0,0
27/10/2000,6302.3,6407.9,6302.3,6366.5,0,0
30/10/2000,6366.5,6394.9,6307.9,6388.4,0,0
31/10/2000,6388.4,6475.8,6388.4,6438.4,0,0
1/11/2000,6438.4,6508.6,6396.3,6457.6,0,0
2/11/2000,6457.6,6485.7,6382.7,6392,0,0
3/11/2000,6392,6431.7,6382.1,6385.4,0,0
6/11/2000,6385.4,6431,6385.4,6431,0,0
7/11/2000,6431,6466.9,6406.5,6466.9,0,0
8/11/2000,6466.9,6514.7,6454.9,6477.4,0,0
9/11/2000,6477.4,6498.5,6412.4,6442.2,0,0
10/11/2000,6442.2,6442.2,6338.5,6400.2,0,0
13/11/2000,6400.2,6400.2,6269.3,6274.8,0,0
14/11/2000,6274.8,6421.7,6274.8,6412.9,0,0
15/11/2000,6412.9,6459.3,6371.7,6432.3,0,0
16/11/2000,6432.3,6480,6414.9,6430.4,0,0
17/11/2000,6430.4,6483.3,6403.4,6440.1,0,0
20/11/2000,6440.1,6452.8,6335.1,6345,0,0
21/11/2000,6345,6393.7,6333.3,6382.1,0,0
22/11/2000,6377.7,6377.7,6216.1,6221.4,0,0
23/11/2000,6221.4,6287.3,6217.5,6287.3,0,0
24/11/2000,6287.3,6359.3,6237.2,6327.6,0,0
27/11/2000,6327.6,6397.5,6323.3,6374.7,0,0
28/11/2000,6374.7,6374.7,6241.5,6249.8,0,0
29/11/2000,6249.8,6249.8,6154.7,6164.9,0,0
30/11/2000,6164.9,6164.9,6070,6142.2,0,0
1/12/2000,6142.2,6189.9,6130.5,6170.4,0,0
4/12/2000,6170.4,6170.8,6113.9,6158.7,0,0
5/12/2000,6158.7,6318.1,6158.7,6299,0,0
6/12/2000,6299,6365.6,6258.8,6273.3,0,0
7/12/2000,6273.3,6273.3,6147.6,6231.4,0,0
8/12/2000,6231.4,6343.1,6222.3,6288.3,0,0
11/12/2000,6288.3,6370.6,6288.3,6370.3,0,0
12/12/2000,6370.3,6393.6,6333.2,6390.4,0,0
13/12/2000,6390.4,6421.5,6366.6,6403,0,0
14/12/2000,6403,6403,6235.7,6263.8,0,0
15/12/2000,6263.8,6269.7,6175,6175.8,0,0
18/12/2000,6175.8,6260.4,6175.6,6246.5,0,0
19/12/2000,6246.5,6307.3,6198.6,6295,0,0
20/12/2000,6295,6295,6138.4,6176.7,0,0
21/12/2000,6176.7,6179.3,6083.7,6115.5,0,0
22/12/2000,6115.5,6159.2,6097.5,6097.5,0,0
27/12/2000,6097.5,6218.2,6097.5,6218.2,0,0
28/12/2000,6218.2,6226.4,6173.7,6223.2,0,0
29/12/2000,6223.2,6255.9,6170.5,6222.5,0,0
2/1/2001,6222.5,6276.2,6169.8,6174.7,0,0
3/1/2001,6174.7,6174.7,6029.3,6039.9,0,0
4/1/2001,6039.9,6195.3,6039.9,6185.6,0,0
5/1/2001,6185.6,6239.6,6155,6198.1,0,0
8/1/2001,6198.1,6212.4,6137.7,6149.6,0,0
9/1/2001,6149.6,6195.9,6066.4,6088.1,0,0
10/1/2001,6088.1,6119.9,6040.4,6060.6,0,0
11/1/2001,6059.9,6114.9,6052.1,6114.9,0,0
12/1/2001,6114.9,6178.5,6109.8,6165.5,0,0
15/01/2001,6165.5,6193.4,6148.8,6170.3,0,0
16/01/2001,6170.3,6173.8,6076.7,6083.3,0,0
17/01/2001,6083.3,6205.5,6083.3,6197.4,0,0
18/01/2001,6197.4,6220.6,6174.8,6209.9,0,0
19/01/2001,6209.9,6276.4,6186.4,6209.3,0,0
22/01/2001,6209.3,6252.3,6162.9,6232,0,0
23/01/2001,6232,6232.3,6187.9,6214.7,0,0
24/01/2001,6214.7,6309.2,6214.7,6264.4,0,0
25/01/2001,6264.4,6296.9,6229.3,6255.6,0,0
26/01/2001,6255.6,6295,6223.8,6294.3,0,0
29/01/2001,6294.3,6335.1,6269.4,6317,0,0
30/01/2001,6317,6337.4,6300.2,6334.5,0,0
31/01/2001,6334.5,6360.3,6264.9,6297.5,0,0
1/2/2001,6297.5,6309.9,6233.4,6251.8,0,0
2/2/2001,6251.8,6290.6,6251.8,6256.4,0,0
5/2/2001,6256.4,6281.3,6237.1,6269.2,0,0
6/2/2001,6269.2,6306.7,6262.6,6293.4,0,0
7/2/2001,6293.4,6293.4,6197.3,6225.6,0,0
8/2/2001,6225.6,6265.5,6202.9,6206.1,0,0
9/2/2001,6206.1,6213.6,6153.1,6164.3,0,0
12/2/2001,6164.3,6241.4,6155.5,6241.4,0,0
13/02/2001,6241.4,6263.3,6209,6228.5,0,0
14/02/2001,6228.5,6228.5,6131.6,6176.2,0,0
15/02/2001,6176.2,6212.7,6155.5,6197.9,0,0
16/02/2001,6197.9,6197.9,6082.8,6088.3,0,0
19/02/2001,6088.3,6102.2,6065.2,6094,0,0
20/02/2001,6094,6134,5974.8,5980.1,0,0
21/02/2001,5980.1,5998.9,5921.7,5972.4,0,0
22/02/2001,5972.4,6011.3,5937.1,6003.1,0,0
23/02/2001,6003.1,6023.4,5904.7,5943.7,0,0
26/02/2001,5943.7,6003.5,5913.8,5916.7,0,0
27/02/2001,5916.7,5975.3,5906.9,5941.2,0,0
28/02/2001,5941.2,5997,5901.7,5917.9,0,0
1/3/2001,5917.9,5949.2,5868.1,5908.6,0,0
2/3/2001,5908.6,5924.1,5829.5,5858.6,0,0
5/3/2001,5858.6,5931.3,5856.9,5931.3,0,0
6/3/2001,5931.3,6027.6,5928,6012,0,0
7/3/2001,6012,6035.3,5969.6,6001.8,0,0
8/3/2001,6001.8,6050.4,5982,6003.2,0,0
9/3/2001,6003.2,6003.2,5908.9,5917.3,0,0
12/3/2001,5917.3,5917.3,5786.3,5826.5,0,0
13/03/2001,5826.5,5826.5,5720.7,5720.7,0,0
14/03/2001,5720.7,5742.1,5471.1,5625.9,0,0
15/03/2001,5625.9,5729.2,5594.8,5729.2,0,0
16/03/2001,5729.2,5729.2,5556.2,5562.8,0,0
19/03/2001,5562.8,5609.2,5536.4,5551.6,0,0
20/03/2001,5551.6,5646.8,5551.6,5646.8,0,0
21/03/2001,5646.8,5646.8,5496,5540.7,0,0
22/03/2001,5540.7,5540.7,5279.6,5314.8,0,0
23/03/2001,5314.8,5438,5314.8,5402.3,0,0
26/03/2001,5402.3,5580.7,5402.3,5576.6,0,0
27/03/2001,5576.6,5728.1,5546.1,5728.1,0,0
28/03/2001,5728.1,5728.2,5592.2,5614,0,0
29/03/2001,5614,5614,5519.9,5588.4,0,0
30/03/2001,5588.4,5664.8,5574.1,5633.7,0,0
2/4/2001,5633.7,5653.8,5558.8,5618.5,0,0
3/4/2001,5618.5,5618.5,5459.6,5463.1,0,0
4/4/2001,5463.1,5537.3,5354.3,5535.7,0,0
5/4/2001,5535.7,5658.9,5528.7,5621.8,0,0
6/4/2001,5621.8,5685.6,5543.1,5601.5,0,0
9/4/2001,5601.5,5679.7,5570.1,5663.3,0,0
10/4/2001,5663.3,5808.3,5663,5803,0,0
11/4/2001,5803,5841.3,5766.8,5788.1,0,0
12/4/2001,5788.1,5796,5735.2,5766.6,0,0
17/04/2001,5766.6,5774.5,5654.9,5761.1,0,0
18/04/2001,5761.1,5902.6,5760.7,5890.2,0,0
19/04/2001,5890.2,5943.4,5844.7,5871.6,0,0
20/04/2001,5871.6,5897.7,5819.7,5879.8,0,0
23/04/2001,5879.8,5889.1,5834.5,5871.3,0,0
24/04/2001,5871.3,5910.6,5824.3,5840.3,0,0
25/04/2001,5840.3,5840.3,5788.2,5827.5,0,0
26/04/2001,5827.5,5868.3,5777.6,5868.3,0,0
27/04/2001,5868.3,5976.9,5837.6,5951.4,0,0
30/04/2001,5951.4,5995.4,5948,5966.9,0,0
1/5/2001,5966.9,5966.9,5917,5928,0,0
2/5/2001,5928,5963.8,5896.4,5904.2,0,0
3/5/2001,5904.2,5904.2,5755.7,5765.8,0,0
4/5/2001,5765.8,5871.7,5753.9,5870.3,0,0
8/5/2001,5870.3,5893.7,5842.6,5886.4,0,0
9/5/2001,5886.4,5905.3,5826.8,5893.7,0,0
10/5/2001,5893.7,5987.5,5874.5,5964,0,0
11/5/2001,5964,5977.5,5890.4,5896.8,0,0
14/05/2001,5896.8,5896.8,5690.5,5690.5,0,0
15/05/2001,5690.5,5858.2,5690.5,5842.9,0,0
16/05/2001,5842.9,5884.7,5767.7,5884,0,0
17/05/2001,5884,5968.4,5884,5904.5,0,0
18/05/2001,5904.5,5942.2,5888.9,5915,0,0
21/05/2001,5915,5978.3,5897.8,5941.6,0,0
22/05/2001,5941.6,5993.7,5936.8,5976.6,0,0
23/05/2001,5976.6,5976.6,5897.4,5897.4,0,0
24/05/2001,5897.4,5950,5889.3,5915.9,0,0
25/05/2001,5915.9,5929.8,5859.8,5889.8,0,0
29/05/2001,5889.8,5906.6,5840.8,5863.9,0,0
30/05/2001,5863.9,5863.9,5788.9,5796.9,0,0
31/05/2001,5796.9,5829.8,5733.8,5796.1,0,0
1/6/2001,5796.1,5833.4,5766.6,5809.6,0,0
4/6/2001,5809.6,5861.8,5809.1,5856.5,0,0
5/6/2001,5856.5,5923.9,5842.2,5922.5,0,0
6/6/2001,5922.5,5959.7,5891.9,5901.5,0,0
7/6/2001,5901.5,5948.3,5887.4,5948.3,0,0
8/6/2001,5948.3,5981.8,5934.8,5950.6,0,0
11/6/2001,5950.6,5950.6,5858.3,5860.5,0,0
12/6/2001,5860.5,5879.5,5783.4,5804,0,0
13/06/2001,5804,5862.1,5804,5820.2,0,0
14/06/2001,5820.2,5820.2,5734.6,5752.5,0,0
15/06/2001,5752.5,5756.2,5657.7,5723,0,0
18/06/2001,5723,5723,5671.6,5671.6,0,0
19/06/2001,5671.6,5743.6,5667.2,5680.4,0,0
20/06/2001,5680.4,5711.9,5622.5,5699.6,0,0
21/06/2001,5699.6,5710.9,5641.4,5641.4,0,0
22/06/2001,5641.4,5695.1,5632.4,5665.7,0,0
25/06/2001,5665.7,5704.5,5638.4,5661.9,0,0
26/06/2001,5661.9,5666.3,5537.3,5555.7,0,0
27/06/2001,5555.7,5608.3,5555.7,5607.9,0,0
28/06/2001,5607.9,5645,5519.6,5638.4,0,0
29/06/2001,5638.4,5656.4,5604.8,5642.5,0,0
2/7/2001,5642.5,5723.4,5614.6,5716.7,0,0
3/7/2001,5716.7,5726.1,5630.3,5639.9,0,0
4/7/2001,5639.9,5644,5587.8,5600.5,0,0
5/7/2001,5600.5,5601.3,5509.7,5549.6,0,0
6/7/2001,5549.6,5549.6,5443.9,5479.2,0,0
9/7/2001,5479.2,5487.9,5420.5,5468.9,0,0
10/7/2001,5468.9,5509.4,5461.2,5467.9,0,0
11/7/2001,5467.9,5468.5,5380.4,5391.9,0,0
12/7/2001,5391.9,5497.6,5391.9,5481.6,0,0
13/07/2001,5481.6,5544.1,5439.6,5537,0,0
16/07/2001,5537,5537,5503.6,5517.1,0,0
17/07/2001,5517.1,5517.1,5408.4,5427.8,0,0
18/07/2001,5427.8,5431.9,5379,5404.6,0,0
19/07/2001,5404.6,5437.4,5322.2,5437.4,0,0
20/07/2001,5437.4,5437.4,5350.4,5387.1,0,0
23/07/2001,5387.1,5446.8,5365.8,5405.3,0,0
24/07/2001,5405.3,5412.8,5313,5320.2,0,0
25/07/2001,5320.2,5350.1,5260.5,5275.7,0,0
26/07/2001,5275.7,5322.7,5269.5,5286.1,0,0
27/07/2001,5286.1,5403.1,5286.1,5403.1,0,0
30/07/2001,5403.1,5456.9,5376.1,5446.7,0,0
31/07/2001,5446.7,5531.8,5408.8,5529.1,0,0
1/8/2001,5529.1,5549,5499.5,5546.9,0,0
2/8/2001,5546.9,5644.2,5533.8,5584.5,0,0
3/8/2001,5584.5,5590.2,5511.1,5547.6,0,0
6/8/2001,5547.6,5561.2,5516,5526.4,0,0
7/8/2001,5526.4,5546.6,5448.2,5536.8,0,0
8/8/2001,5536.8,5536.8,5434.3,5476.5,0,0
9/8/2001,5476.5,5476.5,5376.7,5402.9,0,0
10/8/2001,5402.9,5469,5398.5,5427.2,0,0
13/08/2001,5427.2,5465,5410.9,5431.1,0,0
14/08/2001,5431.1,5525.6,5430.6,5507.8,0,0
15/08/2001,5507.8,5533.2,5456.6,5461.6,0,0
16/08/2001,5461.6,5462.4,5389.8,5389.8,0,0
17/08/2001,5389.8,5428.9,5299.6,5342.1,0,0
20/08/2001,5342.1,5372.1,5286.7,5357.4,0,0
21/08/2001,5357.4,5435.3,5353.2,5430.3,0,0
22/08/2001,5430.3,5471.6,5373,5408.7,0,0
23/08/2001,5408.7,5433.4,5371,5396.5,0,0
24/08/2001,5396.5,5471.9,5385.3,5471.9,0,0
28/08/2001,5471.9,5475.5,5395.9,5434.7,0,0
29/08/2001,5434.7,5460.2,5384.3,5417.6,0,0
30/08/2001,5417.6,5435.7,5332.7,5332.7,0,0
31/08/2001,5332.7,5378,5298.3,5345,0,0
3/9/2001,5345,5366.9,5278.2,5312.1,0,0
4/9/2001,5312.1,5379.6,5291.3,5379.6,0,0
5/9/2001,5379.6,5379.6,5306.6,5316,0,0
6/9/2001,5316,5333,5189.8,5204.3,0,0
7/9/2001,5204.3,5206.8,5068.1,5070.3,0,0
10/9/2001,5070.3,5070.3,4895.9,5033.7,0,0
12/9/2001,4746,4882.1,4651.8,4882.1,0,0
13/09/2001,4882.1,4946.6,4847.5,4943.6,0,0
14/09/2001,4943.6,4970.1,4743,4755.7,0,0
17/09/2001,4755.7,4898.9,4670.5,4898.9,0,0
18/09/2001,4898.9,4899.4,4772.2,4848.7,0,0
19/09/2001,4848.7,4874,4697.4,4721.7,0,0
20/09/2001,4721.7,4743.8,4523.5,4556.9,0,0
21/09/2001,4556.9,4556.9,4219.8,4433.7,0,0
24/09/2001,4433.7,4615.5,4433.7,4613.9,0,0
25/09/2001,4613.9,4679.6,4515.3,4663.4,0,0
26/09/2001,4663.4,4715,4606.6,4696.1,0,0
27/09/2001,4696.1,4763.6,4651,4763.6,0,0
28/09/2001,4763.6,4920.5,4763.6,4903.4,0,0
1/10/2001,4903.4,4903.4,4768.1,4785.6,0,0
2/10/2001,4785.6,4833,4730.7,4832.3,0,0
3/10/2001,4832.3,4884.6,4758.5,4881.8,0,0
4/10/2001,4881.8,5034.3,4881.8,5016.2,0,0
5/10/2001,5016.2,5082.9,4962.1,5036,0,0
8/10/2001,5036,5051,4902.7,5032.7,0,0
9/10/2001,5032.7,5079.2,4997,5009.8,0,0
10/10/2001,5009.8,5153.1,4978.2,5153.1,0,0
11/10/2001,5153.1,5279.8,5136.9,5164.9,0,0
12/10/2001,5164.9,5187.5,5081.2,5145.5,0,0
15/10/2001,5145.5,5148.4,5046,5067.3,0,0
16/10/2001,5067.3,5158.7,5060.8,5082.6,0,0
17/10/2001,5082.6,5229.6,5082.6,5203.4,0,0
18/10/2001,5203.4,5203.4,5090.2,5116,0,0
19/10/2001,5116,5116,5003.9,5017.7,0,0
22/10/2001,5017.7,5078.2,5017.7,5070.4,0,0
23/10/2001,5070.4,5193.3,5070.4,5193.3,0,0
24/10/2001,5193.3,5265.5,5133,5167.6,0,0
25/10/2001,5167.6,5217,5043.2,5086.6,0,0
26/10/2001,5086.6,5188.6,5086.6,5188.6,0,0
